beer,brewery,style,status
Brassneck Mr. Personality,Brassneck Brewery,Red Ale / International Amber Ale,regular
Fuggles DarXide,Fuggles Beer,Stout - Imperial,regular
Lighthouse Road Trip Fresh Hopped Dark Ale,Lighthouse Brewing Co. (Canada),Brown Ale,autumn seasonal
Brassneck Magician's Assistant - Mosaic & Citra,Brassneck Brewery,Sour / Wild Beer,regular
Brassneck Spirit Animal - Jack Daniel's,Brassneck Brewery,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Moon Under Water Berliner-Style Weisse,Moon Under Water Brewery,Berliner Weisse,regular
Fuggles Mountain View,Fuggles Beer,Sour / Wild Beer - Flavored,regular
R&B Stolen Bike Lager,R&B Brewing Co.,Pilsener / Pils / Pilsner,regular
Old Yale West Coast IPA,Old Yale Brewing Co.,IPA,summer seasonal
Strange Fellows Fellowship Little Red One (2017),Strange Fellows Brewing,Sour Flemish Ale - Flanders Red / Oud Bruin,special seasonal
R&B Dark Star Oatmeal Stout,R&B Brewing Co.,Stout - Milk / Sweet,regular
Cannery Kindling (2020-),Cannery Brewing,Stout - Imperial Flavored / Pastry,regular
Backcountry Don't Call Me Shirley ,Backcountry Brewing (Canada),IPA,regular
Fuggles Shiori Peach Sour,Fuggles Beer,Sour / Wild Beer,special seasonal
Red Truck Hard Day Northwest IPA,Red Truck Beer Company (MJG - Mark James Group),IPA,special seasonal
Steel & Oak Second Press,Steel & Oak Brewing Co.,Stout - Imperial Flavored / Pastry,regular
Four Winds Forgotten Fruit,Four Winds Brewing Co.,Saison / Farmhouse - Flavored,regular
Superflux / Brassneck / Gigantic Correctamundo,Superflux Beer Company,Porter,regular
Trading Post Sessionable Russian Imperial Stout,Trading Post Brewing,Stout - Imperial,regular
Swans Appleton Brown Ale ,Swans Brewery,Brown Ale,regular
Bridge All Out Stout,Bridge Brewing Company,Stout,regular
Swan's Tessier's Witbier,Swans Brewery,Witbier / Belgian White Ale,summer seasonal
Fernie Baltic Porter (Rum Barrel Aged),Fernie Brewing Co.,Porter - Baltic,regular
Parallel 49 Crown Jewels,Parallel 49 Brewing Company,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Twin Sails Tinted,Twin Sails Brewing,Stout - Milk / Sweet,special seasonal
Parallel 49 / Parkside Need You Tonight,Parallel 49 Brewing Company,Stout - Imperial,regular
Brassneck It's Complicated (Bottle Conditioned),Brassneck Brewery,Tripel,regular
Phillips Dinosour Blackberry Sour Ale,Phillips Brewing & Malting Co.,Sour / Wild Beer - Dark,regular
Powell Vices,Powell Brewery,Stout,special seasonal
Strange Fellows Kriek Lambic,Strange Fellows Brewing,Sour / Wild Beer - Flavored,series seasonal
Boombox Secret Galaxies,Boombox Brewing Company,IPA - Hazy (NEIPA),regular
Beere Fjordward Thinking,Beere Brewing Co.,IPA - Hazy (NEIPA),regular
Howe Sound Lager,Howe Sound Brewing,Pale Lager - American,regular
Swans Coconut Porter,Swans Brewery,Porter - Flavored,special seasonal
Persephone Brew the Change - Mocha Porter,Persephone Brewing Company,Porter - Flavored,series seasonal
Category 12 Insubordinate Session IPA,Category 12 Brewing,ISA - Session IPA,regular
Twin Sails Counting Sheep,Twin Sails Brewing,Stout - Imperial,regular
Dageraad Loves Steel & Oak,Dageraad Brewing,Stout - Imperial Flavored / Pastry,regular
Central City Imperial Porter - Lohin Mckinnon Whiskey Barrel Aged,Central City Brewers + Distillers,Porter - Imperial,regular
Granville Island Barley Wine 2017 (Whiskey),Granville Island Brewing (Six Pints - Molson Coors),Barley Wine / Wheat Wine / Rye Wine,regular
Bridge Hopilano IPA,Bridge Brewing Company,IPA,regular
Dageraad State of Nature,Dageraad Brewing,IPA - Sour / Wild,regular
Boombox / Twin Sails Just the Hits,Boombox Brewing Company,IIPA DIPA - Imperial / Double IPA,special seasonal
Fernie Dark Horse ,Fernie Brewing Co.,Sour Flemish Ale - Flanders Red / Oud Bruin,special seasonal
Superflux Wonderlove,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Granville Island West Coast IPA,Granville Island Brewing (Six Pints - Molson Coors),IPA,regular
Boombox Laser Illusions,Boombox Brewing Company,IPA - Hazy (NEIPA),regular
Twin Sails Str8 Flexin' - Barrel Aged 2022 (Heaven Hill),Twin Sails Brewing,Stout - Imperial,regular
Four Winds Hüftgold German Style Pilsner,Four Winds Brewing Co.,Pilsener / Pils / Pilsner,regular
Boombox Subsonic (2020-),Boombox Brewing Company,ISA - Session IPA,regular
Steel & Oak First Press Cold Brew Coffee Stout,Steel & Oak Brewing Co.,Stout,regular
"Backcountry Oh, So You Know the Owner",Backcountry Brewing (Canada),IPA,regular
Parallel 49 Rock the Bells,Parallel 49 Brewing Company,Sour / Wild Beer - Flavored,regular
Steamworks Scarlet 2019,Steamworks Brewing Co. (Canada),Barley Wine / Wheat Wine / Rye Wine,regular
Strange Fellows Vixen,Strange Fellows Brewing,Sour Flemish Ale - Flanders Red / Oud Bruin,regular
Twin Sails Wave after Wave,Twin Sails Brewing,Saison / Farmhouse / Grisette,regular
Granville Island Thirsty Farmer Saison,Granville Island Brewing (Six Pints - Molson Coors),Saison / Farmhouse / Grisette,regular
Brassneck Inertia III - Woodford Reserve BA,Brassneck Brewery,Stout - Imperial,regular
Driftwood Eccentricity Wheat Wine,Driftwood Brewery,Barley Wine / Wheat Wine / Rye Wine,regular
Dageraad / Sooke Sextuple!,Dageraad Brewing,IIPA DIPA - Imperial / Double IPA,special seasonal
Nelson Full Nelson ,Nelson Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
House of Funk Coupage,House of Funk Brewing Co.,Saison / Farmhouse / Grisette,regular
High Mountain 5 Rings IPA,High Mountain Brewing Co. (Brewhouse; MJG - Mark James Group),IPA,regular
Phillips Twisted Oak Rauch,Phillips Brewing & Malting Co.,Smoked - Rauchbier,series seasonal
Persephone Harvest IPA,Persephone Brewing Company,IPA,autumn seasonal
Phillips Octofox India Pale Ale,Phillips Brewing & Malting Co.,IPA,special seasonal
Dageraad Entropy Series No. 22: The Vast Indifference of Cocoa Nibs,Dageraad Brewing,Sour / Wild Beer - Dark,regular
Steamworks Redemption,Steamworks Brewing Co. (Canada),Saison / Farmhouse - Flavored,regular
Superflux Feathergreen,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Twin Sails Bad Sally Praline Stout,Twin Sails Brewing,Stout - Milk / Sweet,special seasonal
Four Winds Mona,Four Winds Brewing Co.,Belgian Ale - Strong Pale,regular
Central City Pia Cassis Sour,Central City Brewers + Distillers,Sour / Wild Beer,series seasonal
Brassneck Changeling - Peach,Brassneck Brewery,Sour / Wild Beer - Flavored,series seasonal
Powell Cheeky Session,Powell Brewery,ISA - Session IPA,regular
Persephone Barley Wine - Barrel Aged,Persephone Brewing Company,Barley Wine / Wheat Wine / Rye Wine,special seasonal
Wolf Imperial Maple Stout Brewmasters Reserve,Wolf Brewing Co. (Canada),Stout - Imperial,winter seasonal
Whitetooth Truth Dare Consequence,Whitetooth Brewing Co.,Stout - Imperial,regular
Superflux Barracuda,Superflux Beer Company,IPA - Hazy (NEIPA),special seasonal
Powell Dry-Hopped Sour Amarillo Hops,Powell Brewery,Sour / Wild Beer,regular
Steel & Oak Smoked Honey Doppelbock,Steel & Oak Brewing Co.,Bock - Doppelbock,regular
Four Winds Pomona - Blackberry and Raspberry,Four Winds Brewing Co.,Sour / Wild Beer - Flavored,regular
Luppolo Imperial Stout (2019),Luppolo Brewing Company,Stout - Imperial,regular
Fuggles Personas West Coast Common,Fuggles Beer,California Common / Steam Beer,regular
Steel & Oak Chazwazza Double IPA,Steel & Oak Brewing Co.,IIPA DIPA - Imperial / Double IPA,regular
Brassneck One Trick Pony - Mosaic,Brassneck Brewery,IIPA DIPA - Imperial / Double IPA,series seasonal
Phantom Mindfuzz,Phantom Beer (MOD Beverage),IPA,regular
Field House Dutch Sour Wit,Field House Brewing Co.,Sour / Wild Beer,special seasonal
Russell Smokey the Beer,Russell Brewing Co.,Smoked - Rauchbier,regular
Deep Cove Scout Rye IPA,Deep Cove Brewers and Distillers,IPA - Rye,regular
Superflux / Strathcona Like This,Superflux Beer Company,IPA,special seasonal
Strange Fellows Lutin,Strange Fellows Brewing,Sour / Wild Beer,regular
Dageraad Negen,Dageraad Brewing,Saison / Farmhouse / Grisette,regular
4 Mile East Coast IPA,4 Mile Brewing Co.,IPA,special seasonal
Four Winds Blackberry Jam,Four Winds Brewing Co.,IPA - Milkshake / Smoothie,regular
Parallel 49 L'il Redemption Sour Cherry,Parallel 49 Brewing Company,Sour / Wild Beer,special seasonal
Brassneck Xenomorph,Brassneck Brewery,Sour / Wild Beer,regular
Central City Thor's Hammer Barley Wine - Port Barrel Aged,Central City Brewers + Distillers,Barley Wine / Wheat Wine / Rye Wine,regular
Electric Bicycle It's No Game,Electric Bicycle Brewing,IPA - Hazy (NEIPA),regular
Brassneck Staircase Wit - Hibiscus,Brassneck Brewery,Wheat Ale,special seasonal
Beere Go Easy,Beere Brewing Co.,Pale Ale - American (APA),regular
Central City Red Racer Oatmeal Stout,Central City Brewers + Distillers,Stout - Dry / Irish,summer seasonal
Strange Fellows Madame Roxanne Black Raspberry Sour,Strange Fellows Brewing,Sour / Wild Beer - Flavored,regular
Superflux Jellystone,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Studio Embarrassment of Riches,Studio Brewing,IPA - Hazy (NEIPA),regular
Persephone India Pale Ale,Persephone Brewing Company,IPA,regular
Twin Sails Midnight Manatee,Twin Sails Brewing,Stout - Flavored / Pastry,regular
Twin Sails / Field House ...As If (Version 2),Twin Sails Brewing,Sour / Wild Beer,regular
Parallel 49 Troll Juice,Parallel 49 Brewing Company,IIPA DIPA - Imperial / Double IPA,regular
Townsite Bière d'Hiver Winter Ale,Townsite Brewing,Dubbel,winter seasonal
Granville Island False Creek Raspberry Ale,Granville Island Brewing (Six Pints - Molson Coors),Flavored - Fruit,summer seasonal
Steamworks Ipanema Summer White,Steamworks Brewing Co. (Canada),Witbier / Belgian White Ale,summer seasonal
Moody Boss Juice,Moody Ales & Co,IIPA DIPA - Imperial / Double IPA,special seasonal
Slackwater Fiume Bianco,Slackwater Brewing,Pilsener / Pils / Pilsner,regular
Dageraad Time's Arrow,Dageraad Brewing,Sour / Wild Beer,regular
Townsite Powtown Porter,Townsite Brewing,Porter,regular
Persephone Oktoberfest,Persephone Brewing Company,Märzen / Oktoberfest Bier,autumn seasonal
Four Winds Extralux,Four Winds Brewing Co.,IPA - Hazy (NEIPA),regular
White Sails Mount Benson IPA,White Sails Brewing,IPA,regular
Nelson Paddywhack IPA,Nelson Brewing Co.,IPA,regular
Salt Spring Dry Porter,Salt Spring Island Ales,Porter,regular
Central City Red Racer Lager,Central City Brewers + Distillers,Pale Lager - American,regular
Ravens Flying Dutchman,Ravens Brewing Co.,IPA,special seasonal
Longwood Extra Special Bitter,Longwood Brewery,Bitter - Premium / Strong / Extra Special (ESB),regular
Superflux Indulgeousness v.2 (Mocha Version; 2022) - No Marshmallow,Superflux Beer Company,Stout - Imperial Flavored / Pastry,regular
Steel & Oak Subtropic,Steel & Oak Brewing Co.,IPA,regular
Strange Fellows Mistral,Strange Fellows Brewing,Saison / Farmhouse / Grisette,regular
Howe Sound Monolith,Howe Sound Brewing,Barley Wine / Wheat Wine / Rye Wine,regular
Bomber IPA,Bomber Brewing,IPA,regular
Astilleros Barrel Aged Saison,La Cerveceria Astilleros,Saison / Farmhouse / Grisette,regular
Four Winds Elementary Lager,Four Winds Brewing Co.,Pale Lager - American,regular
Fuggles Hopper Texas Brown,Fuggles Beer,Brown Ale,regular
Parallel 49 Dumb Funk Brett IPA,Parallel 49 Brewing Company,IPA,regular
Brassneck Dark Place - Woodford Reserve,Brassneck Brewery,Porter - Imperial,regular
Backcountry But Why Is the Rum Gone?⁠,Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
Backcountry 2 YR Heavy Char⁠,Backcountry Brewing (Canada),Stout - Imperial,regular
Superflux Ohms,Superflux Beer Company,IPA - Hazy (NEIPA),regular
Steamworks Summer Ale,Steamworks Brewing Co. (Canada),Wheat Ale,spring seasonal
Brassneck Ale,Brassneck Brewery,Pale Ale - American (APA),regular
Brassneck Ten Times Ten,Brassneck Brewery,Pale Ale - American (APA),special seasonal
Parallel 49 Black Christmas CDA,Parallel 49 Brewing Company,IPA - Black / Brown / Cascadian Dark,winter seasonal
Steamworks Imperial Stout Bourbon Barrel Aged (-2016),Steamworks Brewing Co. (Canada),Stout - Imperial,special seasonal
Granville Island Mocha Porter,Granville Island Brewing (Six Pints - Molson Coors),Porter - Flavored,special seasonal
Dageraad Louise,Dageraad Brewing,Belgian Ale - Pale / Golden / Single,regular
Powell Hop Hash Double IPA,Powell Brewery,IIPA DIPA - Imperial / Double IPA,regular
Dageraad Entropy Series No. 25: Balaton Amber Kelderbier,Dageraad Brewing,Sour / Wild Beer - Flavored,regular
Salt Spring Heather Ale,Salt Spring Island Ales,Flavored - Other,regular
Moon Under Water Oud King Crow Sour Dark Ale,Moon Under Water Brewery,Sour / Wild Beer - Dark,regular
Dageraad Wet-Hopped Blonde,Dageraad Brewing,Belgian Ale - Strong Pale,special seasonal
Bridge Wunderbar Kölsch,Bridge Brewing Company,Kölsch / Kölsch-Style,spring seasonal
Backcountry Keep the Change Ya Filthy Animal BA (2022) - Parkers Heritage,Backcountry Brewing (Canada),Stout - Imperial Flavored / Pastry,regular
